01;01;10;00;-2.248181818181818
01;01;10;01;-2.276666666666667
01;01;10;02;-2.330833333333333
01;01;10;03;-2.471666666666667
01;01;10;04;-2.543333333333333
01;01;10;05;-2.4458333333333333
01;01;10;06;-2.25
01;01;10;07;-2.1675
01;01;10;08;-2.0458333333333325
01;01;10;09;-2.0066666666666664
01;01;10;10;-2.0791666666666666
01;01;10;11;-1.9041666666666668
01;01;10;12;-1.9633333333333332
01;01;10;13;-1.8183333333333336
01;01;10;14;-1.9041666666666666
01;01;10;15;-1.995
01;01;10;16;-2.0916666666666663
01;01;10;17;-2.4775
01;01;10;18;-2.89
01;01;10;19;-2.875
01;01;10;20;-2.9583333333333335
01;01;10;21;-3.063333333333334
01;01;10;22;-3.1891666666666665
01;01;10;23;-3.348333333333333
02;01;10;00;-3.220833333333333
02;01;10;01;-3.311666666666667
02;01;10;02;-3.9025
02;01;10;03;-4.216666666666666
02;01;10;04;-4.723333333333334
02;01;10;05;-4.894166666666667
02;01;10;06;-5.011666666666667
02;01;10;07;-5.115000000000001
02;01;10;08;-4.8
02;01;10;09;-4.486666666666666
02;01;10;10;-4.473333333333334
02;01;10;11;-3.860833333333334
02;01;10;12;-3.1649999999999996
02;01;10;13;-3.09
02;01;10;14;-3.3008333333333333
02;01;10;15;-3.1425
02;01;10;16;-3.025
02;01;10;17;-2.518333333333333
02;01;10;18;-2.9
02;01;10;19;-3.6983333333333337
02;01;10;20;-4.148333333333333
02;01;10;21;-4.137499999999999
02;01;10;22;-3.98
02;01;10;23;-4.023333333333333
03;01;10;00;-4.577500000000001
03;01;10;01;-4.86
03;01;10;02;-4.899166666666667
03;01;10;03;-5.2058333333333335
03;01;10;04;-5.434166666666667
03;01;10;05;-5.473333333333334
03;01;10;06;-5.394166666666666
03;01;10;07;-5.391666666666667
03;01;10;08;-5.0875
03;01;10;09;-5.354166666666667
03;01;10;10;-6.080000000000001
03;01;10;11;-5.435
03;01;10;12;-4.864166666666667
03;01;10;13;-4.434166666666667
03;01;10;14;-5.209166666666667
03;01;10;15;-4.769166666666667
03;01;10;16;-4.253333333333334
03;01;10;17;-3.8791666666666664
03;01;10;18;-3.604166666666666
03;01;10;19;-3.5900000000000003
03;01;10;20;-3.8433333333333333
03;01;10;21;-4.571666666666666
03;01;10;22;-4.7825
03;01;10;23;-5.0633333333333335
04;01;10;00;-4.661666666666666
04;01;10;01;-4.980833333333333
04;01;10;02;-5.610833333333333
04;01;10;03;-6.072500000000001
04;01;10;04;-6.781666666666666
04;01;10;05;-7.168333333333332
04;01;10;06;-7.000833333333335
04;01;10;07;-7.260833333333333
04;01;10;08;-6.958461538461539
04;01;10;09;-6.6575
04;01;10;10;-5.798333333333333
04;01;10;11;-5.17
04;01;10;12;-4.5166666666666675
04;01;10;13;-4.468333333333334
04;01;10;14;-4.405
04;01;10;15;-4.062499999999999
04;01;10;16;-4.102499999999999
04;01;10;17;-4.1866666666666665
04;01;10;18;-4.1225
04;01;10;19;-4.123333333333334
04;01;10;20;-4.1433333333333335
04;01;10;21;-3.8491666666666666
04;01;10;22;-3.605833333333333
04;01;10;23;-3.4608333333333334
05;01;10;00;-3.510833333333333
05;01;10;01;-3.4616666666666673
05;01;10;02;-3.299166666666667
05;01;10;03;-3.1766666666666663
05;01;10;04;-3.111666666666667
05;01;10;05;-3.038333333333334
05;01;10;06;-2.9883333333333333
05;01;10;07;-2.7916666666666665
05;01;10;08;-2.6858333333333335
05;01;10;09;-2.398333333333333
05;01;10;10;-2.000833333333333
05;01;10;11;-1.8475
05;01;10;12;-1.5925
05;01;10;13;-1.1400000000000001
05;01;10;14;-1.1524999999999999
05;01;10;15;-0.9166666666666665
05;01;10;16;-0.9650000000000002
05;01;10;17;-0.9258333333333333
05;01;10;18;-0.9816666666666666
05;01;10;19;-1.0191666666666666
05;01;10;20;-1.310833333333333
05;01;10;21;-1.625
05;01;10;22;-1.6224999999999998
05;01;10;23;-1.8358333333333334
06;01;10;00;-1.9674999999999996
06;01;10;01;-2.0558333333333336
06;01;10;02;-2.3433333333333333
06;01;10;03;-2.749166666666666
06;01;10;04;-2.8866666666666667
06;01;10;05;-3.0758333333333336
06;01;10;06;-3.1933333333333334
06;01;10;07;-3.450833333333333
06;01;10;08;-3.3766666666666665
06;01;10;09;-3.4825
06;01;10;10;-3.5733333333333337
06;01;10;11;-3.09
06;01;10;12;-2.7916666666666674
06;01;10;13;-2.8691666666666666
06;01;10;14;-2.5425
06;01;10;15;-2.7624999999999997
06;01;10;16;-2.914166666666667
06;01;10;17;-3.4258333333333333
06;01;10;18;-3.738333333333333
06;01;10;19;-3.65
06;01;10;20;-3.3375
06;01;10;21;-3.390833333333333
06;01;10;22;-3.494166666666666
06;01;10;23;-3.488333333333333
07;01;10;00;-3.624166666666667
07;01;10;01;-3.6258333333333326
07;01;10;02;-3.6500000000000004
07;01;10;03;-3.455833333333333
07;01;10;04;-3.2841666666666662
07;01;10;05;-3.4649999999999994
07;01;10;06;-3.635833333333333
07;01;10;07;-3.5116666666666667
07;01;10;08;-3.603333333333334
07;01;10;09;-3.3258333333333336
07;01;10;10;-3.0533333333333332
07;01;10;11;-2.686666666666667
07;01;10;12;-2.165833333333333
07;01;10;13;-1.7816666666666665
07;01;10;14;-2.0625000000000004
07;01;10;15;-2.2424999999999997
07;01;10;16;-2.251666666666667
07;01;10;17;-2.2824999999999998
07;01;10;18;-2.2025
07;01;10;19;-2.0483333333333333
07;01;10;20;-2.326666666666666
07;01;10;21;-2.6266666666666665
